"Componente","Año","Estado","Municipio","Localidad","Registradas","Apoyadas"
"MOTOR",2015,"PUEBLA","SAN MARTIN TEXMELUCAN","SAN MARTIN TEXMELUCAN DE LABASTIDA",1,0
"EMBARCACION",2015,"PUEBLA","SAN MARTIN TEXMELUCAN","SAN MARTIN TEXMELUCAN DE LABASTIDA",0,0
"HIELERA",2015,"PUEBLA","SAN MARTIN TEXMELUCAN","SAN MARTIN TEXMELUCAN DE LABASTIDA",0,0
"SISTEMA",2015,"PUEBLA","SAN MARTIN TEXMELUCAN","SAN MARTIN TEXMELUCAN DE LABASTIDA",1,0
"MOTOR",2015,"QUERETARO","COLON","EL CARRIZAL",1,0
"EMBARCACION",2015,"QUERETARO","COLON","EL CARRIZAL",0,0
"HIELERA",2015,"QUERETARO","COLON","EL CARRIZAL",0,0
"SISTEMA",2015,"QUERETARO","COLON","EL CARRIZAL",0,0
"MOTOR",2015,"QUINTANA ROO","BENITO JUAREZ","BENITO JUAREZ",1,0
"EMBARCACION",2015,"QUINTANA ROO","BENITO JUAREZ","BENITO JUAREZ",1,0
"HIELERA",2015,"QUINTANA ROO","BENITO JUAREZ","BENITO JUAREZ",0,0
"SISTEMA",2015,"QUINTANA ROO","BENITO JUAREZ","BENITO JUAREZ",1,0
"MOTOR",2015,"QUINTANA ROO","BENITO JUAREZ","CANCUN",2,0
"EMBARCACION",2015,"QUINTANA ROO","BENITO JUAREZ","CANCUN",0,0
"HIELERA",2015,"QUINTANA ROO","BENITO JUAREZ","CANCUN",0,0
"SISTEMA",2015,"QUINTANA ROO","BENITO JUAREZ","CANCUN",2,0
"MOTOR",2015,"QUINTANA ROO","BENITO JUAREZ","ZONA SUBURBANA DE PUERTO MORELOS",1,0
"EMBARCACION",2015,"QUINTANA ROO","BENITO JUAREZ","ZONA SUBURBANA DE PUERTO MORELOS",1,0
"HIELERA",2015,"QUINTANA ROO","BENITO JUAREZ","ZONA SUBURBANA DE PUERTO MORELOS",1,0
"SISTEMA",2015,"QUINTANA ROO","BENITO JUAREZ","ZONA SUBURBANA DE PUERTO MORELOS",1,0
"MOTOR",2015,"QUINTANA ROO","COZUMEL","COZUMEL",10,0
"EMBARCACION",2015,"QUINTANA ROO","COZUMEL","COZUMEL",3,0
"HIELERA",2015,"QUINTANA ROO","COZUMEL","COZUMEL",0,0
"SISTEMA",2015,"QUINTANA ROO","COZUMEL","COZUMEL",12,0
"MOTOR",2015,"QUINTANA ROO","ISLA MUJERES","ISLA MUJERES",5,0
"EMBARCACION",2015,"QUINTANA ROO","ISLA MUJERES","ISLA MUJERES",12,0
"HIELERA",2015,"QUINTANA ROO","ISLA MUJERES","ISLA MUJERES",15,0
"SISTEMA",2015,"QUINTANA ROO","ISLA MUJERES","ISLA MUJERES",28,0
"MOTOR",2015,"QUINTANA ROO","LAZARO CARDENAS","CHIQUILA",22,0
"EMBARCACION",2015,"QUINTANA ROO","LAZARO CARDENAS","CHIQUILA",24,0
"HIELERA",2015,"QUINTANA ROO","LAZARO CARDENAS","CHIQUILA",23,0
"SISTEMA",2015,"QUINTANA ROO","LAZARO CARDENAS","CHIQUILA",40,0
"MOTOR",2015,"QUINTANA ROO","LAZARO CARDENAS","HOLBOX",10,0
"EMBARCACION",2015,"QUINTANA ROO","LAZARO CARDENAS","HOLBOX",30,0
"HIELERA",2015,"QUINTANA ROO","LAZARO CARDENAS","HOLBOX",0,0
"SISTEMA",2015,"QUINTANA ROO","LAZARO CARDENAS","HOLBOX",37,0
"MOTOR",2015,"QUINTANA ROO","LAZARO CARDENAS","SOLFERINO",5,0
"EMBARCACION",2015,"QUINTANA ROO","LAZARO CARDENAS","SOLFERINO",2,0
"HIELERA",2015,"QUINTANA ROO","LAZARO CARDENAS","SOLFERINO",4,0
"SISTEMA",2015,"QUINTANA ROO","LAZARO CARDENAS","SOLFERINO",6,0
"MOTOR",2015,"QUINTANA ROO","OTHON P BLANCO","CHETUMAL",1,0
"EMBARCACION",2015,"QUINTANA ROO","OTHON P BLANCO","CHETUMAL",4,0
"HIELERA",2015,"QUINTANA ROO","OTHON P BLANCO","CHETUMAL",3,0
"SISTEMA",2015,"QUINTANA ROO","OTHON P BLANCO","CHETUMAL",4,0
"MOTOR",2015,"QUINTANA ROO","OTHON P BLANCO","XCALAK",1,0
"EMBARCACION",2015,"QUINTANA ROO","OTHON P BLANCO","XCALAK",1,0
"HIELERA",2015,"QUINTANA ROO","OTHON P BLANCO","XCALAK",0,0
"SISTEMA",2015,"QUINTANA ROO","OTHON P BLANCO","XCALAK",2,0
"MOTOR",2015,"QUINTANA ROO","SOLIDARIDAD","TULUM",0,0
"EMBARCACION",2015,"QUINTANA ROO","SOLIDARIDAD","TULUM",0,0
"HIELERA",2015,"QUINTANA ROO","SOLIDARIDAD","TULUM",0,0
"SISTEMA",2015,"QUINTANA ROO","SOLIDARIDAD","TULUM",1,0
"MOTOR",2015,"SINALOA","AHOME","AHOME",5,2
"EMBARCACION",2015,"SINALOA","AHOME","AHOME",0,0
"HIELERA",2015,"SINALOA","AHOME","AHOME",0,0
"SISTEMA",2015,"SINALOA","AHOME","AHOME",5,0
"MOTOR",2015,"SINALOA","AHOME","BACOREHUIS",20,7
"EMBARCACION",2015,"SINALOA","AHOME","BACOREHUIS",0,0
"HIELERA",2015,"SINALOA","AHOME","BACOREHUIS",0,0
"SISTEMA",2015,"SINALOA","AHOME","BACOREHUIS",20,0
"MOTOR",2015,"SINALOA","AHOME","BAGOJO COLECTIVO",2,0
"EMBARCACION",2015,"SINALOA","AHOME","BAGOJO COLECTIVO",0,0
"HIELERA",2015,"SINALOA","AHOME","BAGOJO COLECTIVO",0,0
"SISTEMA",2015,"SINALOA","AHOME","BAGOJO COLECTIVO",2,0
"MOTOR",2015,"SINALOA","AHOME","BUENOS AIRES",1,0
"EMBARCACION",2015,"SINALOA","AHOME","BUENOS AIRES",0,0
"HIELERA",2015,"SINALOA","AHOME","BUENOS AIRES",0,0
"SISTEMA",2015,"SINALOA","AHOME","BUENOS AIRES",1,0
"MOTOR",2015,"SINALOA","AHOME","CAMPO GASTELUM",1,1
"EMBARCACION",2015,"SINALOA","AHOME","CAMPO GASTELUM",0,0
"HIELERA",2015,"SINALOA","AHOME","CAMPO GASTELUM",0,0
"SISTEMA",2015,"SINALOA","AHOME","CAMPO GASTELUM",1,0
"MOTOR",2015,"SINALOA","AHOME","CAMPO NUEVO",7,0
"EMBARCACION",2015,"SINALOA","AHOME","CAMPO NUEVO",1,0
"HIELERA",2015,"SINALOA","AHOME","CAMPO NUEVO",1,0
"SISTEMA",2015,"SINALOA","AHOME","CAMPO NUEVO",7,0
"MOTOR",2015,"SINALOA","AHOME","CARRIZO GRANDE",1,0
"EMBARCACION",2015,"SINALOA","AHOME","CARRIZO GRANDE",1,0
"HIELERA",2015,"SINALOA","AHOME","CARRIZO GRANDE",0,0
"SISTEMA",2015,"SINALOA","AHOME","CARRIZO GRANDE",1,0
"MOTOR",2015,"SINALOA","AHOME","CERRO PRIETO",1,1
"EMBARCACION",2015,"SINALOA","AHOME","CERRO PRIETO",0,0
"HIELERA",2015,"SINALOA","AHOME","CERRO PRIETO",0,0
"SISTEMA",2015,"SINALOA","AHOME","CERRO PRIETO",1,0
"MOTOR",2015,"SINALOA","AHOME","COMPUERTAS",1,0
"EMBARCACION",2015,"SINALOA","AHOME","COMPUERTAS",0,0
"HIELERA",2015,"SINALOA","AHOME","COMPUERTAS",0,0
"SISTEMA",2015,"SINALOA","AHOME","COMPUERTAS",1,0
"MOTOR",2015,"SINALOA","AHOME","EL AGUAJITO",50,8
"EMBARCACION",2015,"SINALOA","AHOME","EL AGUAJITO",2,0
"HIELERA",2015,"SINALOA","AHOME","EL AGUAJITO",2,0
"SISTEMA",2015,"SINALOA","AHOME","EL AGUAJITO",50,0
"MOTOR",2015,"SINALOA","AHOME","EL ALHUATE",5,3
"EMBARCACION",2015,"SINALOA","AHOME","EL ALHUATE",0,0
"HIELERA",2015,"SINALOA","AHOME","EL ALHUATE",0,0
"SISTEMA",2015,"SINALOA","AHOME","EL ALHUATE",5,0
"MOTOR",2015,"SINALOA","AHOME","EL BULE",1,0
"EMBARCACION",2015,"SINALOA","AHOME","EL BULE",0,0
"HIELERA",2015,"SINALOA","AHOME","EL BULE",0,0
"SISTEMA",2015,"SINALOA","AHOME","EL BULE",1,0
"MOTOR",2015,"SINALOA","AHOME","EL COLORADO",161,17
"EMBARCACION",2015,"SINALOA","AHOME","EL COLORADO",3,0
"HIELERA",2015,"SINALOA","AHOME","EL COLORADO",3,0
"SISTEMA",2015,"SINALOA","AHOME","EL COLORADO",161,0
"MOTOR",2015,"SINALOA","AHOME","EL HECHO",4,1
"EMBARCACION",2015,"SINALOA","AHOME","EL HECHO",0,0
"HIELERA",2015,"SINALOA","AHOME","EL HECHO",0,0
"SISTEMA",2015,"SINALOA","AHOME","EL HECHO",4,0
"MOTOR",2015,"SINALOA","AHOME","EL REFUGIO",1,0
"EMBARCACION",2015,"SINALOA","AHOME","EL REFUGIO",0,0
"HIELERA",2015,"SINALOA","AHOME","EL REFUGIO",0,0
"SISTEMA",2015,"SINALOA","AHOME","EL REFUGIO",1,0
"MOTOR",2015,"SINALOA","AHOME","GUADALUPE ESTRADA (CAMPO ESTRADA)",8,1
"EMBARCACION",2015,"SINALOA","AHOME","GUADALUPE ESTRADA (CAMPO ESTRADA)",0,0
"HIELERA",2015,"SINALOA","AHOME","GUADALUPE ESTRADA (CAMPO ESTRADA)",0,0
"SISTEMA",2015,"SINALOA","AHOME","GUADALUPE ESTRADA (CAMPO ESTRADA)",8,0
"MOTOR",2015,"SINALOA","AHOME","GUSTAVO DIAZ ORDAZ (EL CARRIZO)",1,1
"EMBARCACION",2015,"SINALOA","AHOME","GUSTAVO DIAZ ORDAZ (EL CARRIZO)",0,0
"HIELERA",2015,"SINALOA","AHOME","GUSTAVO DIAZ ORDAZ (EL CARRIZO)",0,0
"SISTEMA",2015,"SINALOA","AHOME","GUSTAVO DIAZ ORDAZ (EL CARRIZO)",1,0
"MOTOR",2015,"SINALOA","AHOME","HIGUERA DE ZARAGOZA",13,0
"EMBARCACION",2015,"SINALOA","AHOME","HIGUERA DE ZARAGOZA",0,0
"HIELERA",2015,"SINALOA","AHOME","HIGUERA DE ZARAGOZA",0,0
"SISTEMA",2015,"SINALOA","AHOME","HIGUERA DE ZARAGOZA",13,0
"MOTOR",2015,"SINALOA","AHOME","JITZAMURI",62,11
"EMBARCACION",2015,"SINALOA","AHOME","JITZAMURI",0,0
"HIELERA",2015,"SINALOA","AHOME","JITZAMURI",0,0
"SISTEMA",2015,"SINALOA","AHOME","JITZAMURI",62,0
"MOTOR",2015,"SINALOA","AHOME","LA CAPILLA",1,0
"EMBARCACION",2015,"SINALOA","AHOME","LA CAPILLA",0,0
"HIELERA",2015,"SINALOA","AHOME","LA CAPILLA",0,0
"SISTEMA",2015,"SINALOA","AHOME","LA CAPILLA",1,0
"MOTOR",2015,"SINALOA","AHOME","LAS GRULLAS MARGEN DERECHA",13,2
"EMBARCACION",2015,"SINALOA","AHOME","LAS GRULLAS MARGEN DERECHA",0,0
"HIELERA",2015,"SINALOA","AHOME","LAS GRULLAS MARGEN DERECHA",0,0
"SISTEMA",2015,"SINALOA","AHOME","LAS GRULLAS MARGEN DERECHA",13,0
"MOTOR",2015,"SINALOA","AHOME","LAS GRULLAS MARGEN IZQUIERDA",11,3
"EMBARCACION",2015,"SINALOA","AHOME","LAS GRULLAS MARGEN IZQUIERDA",0,0
"HIELERA",2015,"SINALOA","AHOME","LAS GRULLAS MARGEN IZQUIERDA",0,0
"SISTEMA",2015,"SINALOA","AHOME","LAS GRULLAS MARGEN IZQUIERDA",11,0
"MOTOR",2015,"SINALOA","AHOME","LAS LAJITAS",12,2
"EMBARCACION",2015,"SINALOA","AHOME","LAS LAJITAS",1,0
"HIELERA",2015,"SINALOA","AHOME","LAS LAJITAS",1,0
"SISTEMA",2015,"SINALOA","AHOME","LAS LAJITAS",12,0
"MOTOR",2015,"SINALOA","AHOME","LAZARO CARDENAS (MUELLECITO)",24,4
"EMBARCACION",2015,"SINALOA","AHOME","LAZARO CARDENAS (MUELLECITO)",0,0
"HIELERA",2015,"SINALOA","AHOME","LAZARO CARDENAS (MUELLECITO)",0,0
"SISTEMA",2015,"SINALOA","AHOME","LAZARO CARDENAS (MUELLECITO)",24,0
"MOTOR",2015,"SINALOA","AHOME","LOCALIDAD SIN NOMBRE",1,0
"EMBARCACION",2015,"SINALOA","AHOME","LOCALIDAD SIN NOMBRE",0,0
"HIELERA",2015,"SINALOA","AHOME","LOCALIDAD SIN NOMBRE",0,0
"SISTEMA",2015,"SINALOA","AHOME","LOCALIDAD SIN NOMBRE",1,0
"MOTOR",2015,"SINALOA","AHOME","LOCALIDAD SIN NOMBRE",1,0
"EMBARCACION",2015,"SINALOA","AHOME","LOCALIDAD SIN NOMBRE",0,0
"HIELERA",2015,"SINALOA","AHOME","LOCALIDAD SIN NOMBRE",0,0
"SISTEMA",2015,"SINALOA","AHOME","LOCALIDAD SIN NOMBRE",1,0
"MOTOR",2015,"SINALOA","AHOME","LOS MOCHIS",20,2
"EMBARCACION",2015,"SINALOA","AHOME","LOS MOCHIS",3,0
"HIELERA",2015,"SINALOA","AHOME","LOS MOCHIS",0,0
"SISTEMA",2015,"SINALOA","AHOME","LOS MOCHIS",19,0
"MOTOR",2015,"SINALOA","AHOME","MOCHIS (EJIDO MOCHIS)",1,0
"EMBARCACION",2015,"SINALOA","AHOME","MOCHIS (EJIDO MOCHIS)",0,0
"HIELERA",2015,"SINALOA","AHOME","MOCHIS (EJIDO MOCHIS)",0,0
"SISTEMA",2015,"SINALOA","AHOME","MOCHIS (EJIDO MOCHIS)",1,0
"MOTOR",2015,"SINALOA","AHOME","OHUIRA",10,3
"EMBARCACION",2015,"SINALOA","AHOME","OHUIRA",0,0
"HIELERA",2015,"SINALOA","AHOME","OHUIRA",0,0
"SISTEMA",2015,"SINALOA","AHOME","OHUIRA",10,0
"MOTOR",2015,"SINALOA","AHOME","PAREDONES",70,10
"EMBARCACION",2015,"SINALOA","AHOME","PAREDONES",0,0
"HIELERA",2015,"SINALOA","AHOME","PAREDONES",0,0
"SISTEMA",2015,"SINALOA","AHOME","PAREDONES",70,0
"MOTOR",2015,"SINALOA","AHOME","POBLADO NUMERO CINCO",9,3
"EMBARCACION",2015,"SINALOA","AHOME","POBLADO NUMERO CINCO",0,0
"HIELERA",2015,"SINALOA","AHOME","POBLADO NUMERO CINCO",0,0
"SISTEMA",2015,"SINALOA","AHOME","POBLADO NUMERO CINCO",9,0
"MOTOR",2015,"SINALOA","AHOME","PRIMERO DE MAYO",7,1
"EMBARCACION",2015,"SINALOA","AHOME","PRIMERO DE MAYO",0,0
"HIELERA",2015,"SINALOA","AHOME","PRIMERO DE MAYO",0,0
"SISTEMA",2015,"SINALOA","AHOME","PRIMERO DE MAYO",7,0
"MOTOR",2015,"SINALOA","AHOME","RICARDO FLORES MAGON",1,0
"EMBARCACION",2015,"SINALOA","AHOME","RICARDO FLORES MAGON",0,0
"HIELERA",2015,"SINALOA","AHOME","RICARDO FLORES MAGON",0,0
"SISTEMA",2015,"SINALOA","AHOME","RICARDO FLORES MAGON",1,0
"MOTOR",2015,"SINALOA","AHOME","ROSENDO G. CASTRO",1,0
"EMBARCACION",2015,"SINALOA","AHOME","ROSENDO G. CASTRO",0,0
"HIELERA",2015,"SINALOA","AHOME","ROSENDO G. CASTRO",0,0
"SISTEMA",2015,"SINALOA","AHOME","ROSENDO G. CASTRO",1,0
"MOTOR",2015,"SINALOA","AHOME","SAN ISIDRO",1,0
"EMBARCACION",2015,"SINALOA","AHOME","SAN ISIDRO",0,0
"HIELERA",2015,"SINALOA","AHOME","SAN ISIDRO",0,0
"SISTEMA",2015,"SINALOA","AHOME","SAN ISIDRO",1,0
"MOTOR",2015,"SINALOA","AHOME","SAN LORENZO VIEJO",6,0
"EMBARCACION",2015,"SINALOA","AHOME","SAN LORENZO VIEJO",0,0
"HIELERA",2015,"SINALOA","AHOME","SAN LORENZO VIEJO",0,0
"SISTEMA",2015,"SINALOA","AHOME","SAN LORENZO VIEJO",6,0
"MOTOR",2015,"SINALOA","AHOME","TABELOJECA",1,0
"EMBARCACION",2015,"SINALOA","AHOME","TABELOJECA",0,0
"HIELERA",2015,"SINALOA","AHOME","TABELOJECA",0,0
"SISTEMA",2015,"SINALOA","AHOME","TABELOJECA",1,0
"MOTOR",2015,"SINALOA","AHOME","TOPOLOBAMPO",15,4
"EMBARCACION",2015,"SINALOA","AHOME","TOPOLOBAMPO",0,0
"HIELERA",2015,"SINALOA","AHOME","TOPOLOBAMPO",0,0
"SISTEMA",2015,"SINALOA","AHOME","TOPOLOBAMPO",15,0
"MOTOR",2015,"SINALOA","AHOME","TOPOLOBAMPO",21,5
"EMBARCACION",2015,"SINALOA","AHOME","TOPOLOBAMPO",0,0
"HIELERA",2015,"SINALOA","AHOME","TOPOLOBAMPO",0,0
"SISTEMA",2015,"SINALOA","AHOME","TOPOLOBAMPO",21,0
"MOTOR",2015,"SINALOA","ANGOSTURA","COSTA AZUL",48,20
"EMBARCACION",2015,"SINALOA","ANGOSTURA","COSTA AZUL",0,0
"HIELERA",2015,"SINALOA","ANGOSTURA","COSTA AZUL",0,0
"SISTEMA",2015,"SINALOA","ANGOSTURA","COSTA AZUL",48,0
"MOTOR",2015,"SINALOA","ANGOSTURA","LA CERCADA",1,0
"EMBARCACION",2015,"SINALOA","ANGOSTURA","LA CERCADA",0,0
"HIELERA",2015,"SINALOA","ANGOSTURA","LA CERCADA",0,0
"SISTEMA",2015,"SINALOA","ANGOSTURA","LA CERCADA",1,0
"MOTOR",2015,"SINALOA","ANGOSTURA","LA REFORMA",152,46
"EMBARCACION",2015,"SINALOA","ANGOSTURA","LA REFORMA",19,0
"HIELERA",2015,"SINALOA","ANGOSTURA","LA REFORMA",19,0
"SISTEMA",2015,"SINALOA","ANGOSTURA","LA REFORMA",137,0
"MOTOR",2015,"SINALOA","ANGOSTURA","NACOZARI",1,1
"EMBARCACION",2015,"SINALOA","ANGOSTURA","NACOZARI",0,0
"HIELERA",2015,"SINALOA","ANGOSTURA","NACOZARI",0,0
"SISTEMA",2015,"SINALOA","ANGOSTURA","NACOZARI",1,0
"MOTOR",2015,"SINALOA","ANGOSTURA","PLAYA COLORADA",13,10
"EMBARCACION",2015,"SINALOA","ANGOSTURA","PLAYA COLORADA",0,0
"HIELERA",2015,"SINALOA","ANGOSTURA","PLAYA COLORADA",0,0
"SISTEMA",2015,"SINALOA","ANGOSTURA","PLAYA COLORADA",13,0
"MOTOR",2015,"SINALOA","BADIRAGUATO","EL POTRERO DEL VAREJONAL",1,1
"EMBARCACION",2015,"SINALOA","BADIRAGUATO","EL POTRERO DEL VAREJONAL",0,0
"HIELERA",2015,"SINALOA","BADIRAGUATO","EL POTRERO DEL VAREJONAL",0,0
"SISTEMA",2015,"SINALOA","BADIRAGUATO","EL POTRERO DEL VAREJONAL",0,0
"MOTOR",2015,"SINALOA","BADIRAGUATO","EL VAREJONAL",7,3
"EMBARCACION",2015,"SINALOA","BADIRAGUATO","EL VAREJONAL",0,0
"HIELERA",2015,"SINALOA","BADIRAGUATO","EL VAREJONAL",0,0
"SISTEMA",2015,"SINALOA","BADIRAGUATO","EL VAREJONAL",0,0
"MOTOR",2015,"SINALOA","CHOIX","BAJOSORI",3,0
"EMBARCACION",2015,"SINALOA","CHOIX","BAJOSORI",0,0
"HIELERA",2015,"SINALOA","CHOIX","BAJOSORI",0,0
"SISTEMA",2015,"SINALOA","CHOIX","BAJOSORI",3,0
"MOTOR",2015,"SINALOA","CHOIX","BUYUBAMPO",3,1
"EMBARCACION",2015,"SINALOA","CHOIX","BUYUBAMPO",0,0
"HIELERA",2015,"SINALOA","CHOIX","BUYUBAMPO",0,0
"SISTEMA",2015,"SINALOA","CHOIX","BUYUBAMPO",0,0
"MOTOR",2015,"SINALOA","CHOIX","CHOIX",34,7
"EMBARCACION",2015,"SINALOA","CHOIX","CHOIX",0,0
"HIELERA",2015,"SINALOA","CHOIX","CHOIX",0,0
"SISTEMA",2015,"SINALOA","CHOIX","CHOIX",34,0
"MOTOR",2015,"SINALOA","CHOIX","CUCHICARI",1,0
"EMBARCACION",2015,"SINALOA","CHOIX","CUCHICARI",0,0
"HIELERA",2015,"SINALOA","CHOIX","CUCHICARI",0,0
"SISTEMA",2015,"SINALOA","CHOIX","CUCHICARI",1,0
"MOTOR",2015,"SINALOA","CHOIX","EL CAJONCITO",1,0
"EMBARCACION",2015,"SINALOA","CHOIX","EL CAJONCITO",0,0
"HIELERA",2015,"SINALOA","CHOIX","EL CAJONCITO",0,0
"SISTEMA",2015,"SINALOA","CHOIX","EL CAJONCITO",1,0
"MOTOR",2015,"SINALOA","CHOIX","EL CEDRITO",1,0
"EMBARCACION",2015,"SINALOA","CHOIX","EL CEDRITO",0,0
"HIELERA",2015,"SINALOA","CHOIX","EL CEDRITO",0,0
"SISTEMA",2015,"SINALOA","CHOIX","EL CEDRITO",1,0
"MOTOR",2015,"SINALOA","CHOIX","EL CORRAL QUEMADO",1,1
"EMBARCACION",2015,"SINALOA","CHOIX","EL CORRAL QUEMADO",0,0
"HIELERA",2015,"SINALOA","CHOIX","EL CORRAL QUEMADO",0,0
"SISTEMA",2015,"SINALOA","CHOIX","EL CORRAL QUEMADO",0,0
"MOTOR",2015,"SINALOA","CHOIX","EL DESCANSO",6,0
"EMBARCACION",2015,"SINALOA","CHOIX","EL DESCANSO",0,0
"HIELERA",2015,"SINALOA","CHOIX","EL DESCANSO",0,0
"SISTEMA",2015,"SINALOA","CHOIX","EL DESCANSO",6,0
"MOTOR",2015,"SINALOA","CHOIX","EL MEZQUITE CAIDO",25,0
"EMBARCACION",2015,"SINALOA","CHOIX","EL MEZQUITE CAIDO",0,0
"HIELERA",2015,"SINALOA","CHOIX","EL MEZQUITE CAIDO",0,0
"SISTEMA",2015,"SINALOA","CHOIX","EL MEZQUITE CAIDO",25,0
"MOTOR",2015,"SINALOA","CHOIX","EL NACIMIENTO",2,0
"EMBARCACION",2015,"SINALOA","CHOIX","EL NACIMIENTO",0,0
"HIELERA",2015,"SINALOA","CHOIX","EL NACIMIENTO",0,0
"SISTEMA",2015,"SINALOA","CHOIX","EL NACIMIENTO",2,0
"MOTOR",2015,"SINALOA","CHOIX","EL REPARO",23,6
"EMBARCACION",2015,"SINALOA","CHOIX","EL REPARO",0,0
"HIELERA",2015,"SINALOA","CHOIX","EL REPARO",0,0
"SISTEMA",2015,"SINALOA","CHOIX","EL REPARO",23,0
"MOTOR",2015,"SINALOA","CHOIX","EL REPARO",2,0
"EMBARCACION",2015,"SINALOA","CHOIX","EL REPARO",0,0
"HIELERA",2015,"SINALOA","CHOIX","EL REPARO",0,0
"SISTEMA",2015,"SINALOA","CHOIX","EL REPARO",2,0
"MOTOR",2015,"SINALOA","CHOIX","EL REPARO",1,0
"EMBARCACION",2015,"SINALOA","CHOIX","EL REPARO",0,0
"HIELERA",2015,"SINALOA","CHOIX","EL REPARO",0,0
"SISTEMA",2015,"SINALOA","CHOIX","EL REPARO",1,0
"MOTOR",2015,"SINALOA","CHOIX","EL TEPEGUAJE (CABALLIHUAZA)",1,0
"EMBARCACION",2015,"SINALOA","CHOIX","EL TEPEGUAJE (CABALLIHUAZA)",0,0
"HIELERA",2015,"SINALOA","CHOIX","EL TEPEGUAJE (CABALLIHUAZA)",0,0
"SISTEMA",2015,"SINALOA","CHOIX","EL TEPEGUAJE (CABALLIHUAZA)",0,0
"MOTOR",2015,"SINALOA","CHOIX","JUIBACA",1,0
"EMBARCACION",2015,"SINALOA","CHOIX","JUIBACA",0,0
"HIELERA",2015,"SINALOA","CHOIX","JUIBACA",0,0
"SISTEMA",2015,"SINALOA","CHOIX","JUIBACA",1,0
"MOTOR",2015,"SINALOA","CHOIX","LA CIENEGA",2,0
"EMBARCACION",2015,"SINALOA","CHOIX","LA CIENEGA",0,0
"HIELERA",2015,"SINALOA","CHOIX","LA CIENEGA",0,0
"SISTEMA",2015,"SINALOA","CHOIX","LA CIENEGA",0,0
"MOTOR",2015,"SINALOA","CHOIX","LAS CRUCES",2,0
"EMBARCACION",2015,"SINALOA","CHOIX","LAS CRUCES",0,0
"HIELERA",2015,"SINALOA","CHOIX","LAS CRUCES",0,0
"SISTEMA",2015,"SINALOA","CHOIX","LAS CRUCES",2,0
"MOTOR",2015,"SINALOA","CHOIX","LOCALIDAD SIN NOMBRE",1,1
"EMBARCACION",2015,"SINALOA","CHOIX","LOCALIDAD SIN NOMBRE",0,0
"HIELERA",2015,"SINALOA","CHOIX","LOCALIDAD SIN NOMBRE",0,0
"SISTEMA",2015,"SINALOA","CHOIX","LOCALIDAD SIN NOMBRE",1,0
"MOTOR",2015,"SINALOA","CHOIX","LOS CHINOS",4,0
"EMBARCACION",2015,"SINALOA","CHOIX","LOS CHINOS",0,0
"HIELERA",2015,"SINALOA","CHOIX","LOS CHINOS",0,0
"SISTEMA",2015,"SINALOA","CHOIX","LOS CHINOS",4,0
"MOTOR",2015,"SINALOA","CHOIX","LOS MAUTOS",20,3
"EMBARCACION",2015,"SINALOA","CHOIX","LOS MAUTOS",0,0
"HIELERA",2015,"SINALOA","CHOIX","LOS MAUTOS",0,0
"SISTEMA",2015,"SINALOA","CHOIX","LOS MAUTOS",15,0
"MOTOR",2015,"SINALOA","CHOIX","LOS PICACHOS",9,3
"EMBARCACION",2015,"SINALOA","CHOIX","LOS PICACHOS",0,0
"HIELERA",2015,"SINALOA","CHOIX","LOS PICACHOS",0,0
"SISTEMA",2015,"SINALOA","CHOIX","LOS PICACHOS",0,0
"MOTOR",2015,"SINALOA","CHOIX","LOS POZOS",6,1
"EMBARCACION",2015,"SINALOA","CHOIX","LOS POZOS",0,0
"HIELERA",2015,"SINALOA","CHOIX","LOS POZOS",0,0
"SISTEMA",2015,"SINALOA","CHOIX","LOS POZOS",6,0
"MOTOR",2015,"SINALOA","CHOIX","NUEVO TECHOBAMPO",10,3
"EMBARCACION",2015,"SINALOA","CHOIX","NUEVO TECHOBAMPO",0,0
"HIELERA",2015,"SINALOA","CHOIX","NUEVO TECHOBAMPO",0,0
"SISTEMA",2015,"SINALOA","CHOIX","NUEVO TECHOBAMPO",10,0
"MOTOR",2015,"SINALOA","CHOIX","TABUCAHUI",1,0
"EMBARCACION",2015,"SINALOA","CHOIX","TABUCAHUI",0,0
"HIELERA",2015,"SINALOA","CHOIX","TABUCAHUI",0,0
"SISTEMA",2015,"SINALOA","CHOIX","TABUCAHUI",0,0
"MOTOR",2015,"SINALOA","CHOIX","TACOPACO",8,1
"EMBARCACION",2015,"SINALOA","CHOIX","TACOPACO",0,0
"HIELERA",2015,"SINALOA","CHOIX","TACOPACO",0,0
"SISTEMA",2015,"SINALOA","CHOIX","TACOPACO",8,0
"MOTOR",2015,"SINALOA","CHOIX","TASAJERAS",1,1
"EMBARCACION",2015,"SINALOA","CHOIX","TASAJERAS",0,0
"HIELERA",2015,"SINALOA","CHOIX","TASAJERAS",0,0
"SISTEMA",2015,"SINALOA","CHOIX","TASAJERAS",1,0
"MOTOR",2015,"SINALOA","CHOIX","TECHOBAMPO DE LOS COTA",10,1
"EMBARCACION",2015,"SINALOA","CHOIX","TECHOBAMPO DE LOS COTA",0,0
"HIELERA",2015,"SINALOA","CHOIX","TECHOBAMPO DE LOS COTA",0,0
"SISTEMA",2015,"SINALOA","CHOIX","TECHOBAMPO DE LOS COTA",10,0
"MOTOR",2015,"SINALOA","CONCORDIA","LA CIENEGUILLA",1,0
"EMBARCACION",2015,"SINALOA","CONCORDIA","LA CIENEGUILLA",0,0
